date,Team_1,Team_2,Winner,Margin,Ground
01-Mar-20,Bangladesh,Zimbabwe,Bangladesh,169 runs,Sylhet
01-Mar-20,Sri Lanka,West Indies,Sri Lanka,6 runs,Pallekele
03-Mar-20,Bangladesh,Zimbabwe,Bangladesh,4 runs,Sylhet
04-Mar-20,South Africa,Australia,South Africa,6 wickets,Bloemfontein
06-Mar-20,Bangladesh,Zimbabwe,Bangladesh,123 runs,Sylhet
07-Mar-20,South Africa,Australia,South Africa,6 wickets,Potchefstroom
13-Mar-20,Australia,New Zealand,Australia,71 runs,Sydney
30-Jul-20,England,Ireland,England,6 wickets,Southampton
01-Aug-20,England,Ireland,England,4 wickets,Southampton
04-Aug-20,England,Ireland,Ireland,7 wickets,Southampton
11-Sep-20,England,Australia,Australia,19 runs,Manchester
13-Sep-20,England,Australia,England,24 runs,Manchester
16-Sep-20,England,Australia,Australia,3 wickets,Manchester
30-Oct-20,Pakistan,Zimbabwe,Pakistan,26 runs,Rawalpindi
01-Nov-20,Pakistan,Zimbabwe,Pakistan,6 wickets,Rawalpindi
03-Nov-20,Pakistan,Zimbabwe,tied,,Rawalpindi
27-Nov-20,Australia,India,Australia,66 runs,Sydney
29-Nov-20,Australia,India,Australia,51 runs,Sydney
02-Dec-20,Australia,India,India,13 runs,Canberra
08-Jan-21,U.A.E.,Ireland,U.A.E.,6 wickets,Abu Dhabi
18-Jan-21,U.A.E.,Ireland,Ireland,112 runs,Abu Dhabi
20-Jan-21,Bangladesh,West Indies,Bangladesh,6 wickets,Mirpur
21-Jan-21,Afghanistan,Ireland,Afghanistan,16 runs,Abu Dhabi
22-Jan-21,Bangladesh,West Indies,Bangladesh,7 wickets,Mirpur
24-Jan-21,Afghanistan,Ireland,Afghanistan,7 wickets,Abu Dhabi
25-Jan-21,Bangladesh,West Indies,Bangladesh,120 runs,Chattogram
26-Jan-21,Afghanistan,Ireland,Afghanistan,36 runs,Abu Dhabi
10-Mar-21,West Indies,Sri Lanka,West Indies,8 wickets,North Sound
12-Mar-21,West Indies,Sri Lanka,West Indies,5 wickets,North Sound
14-Mar-21,West Indies,Sri Lanka,West Indies,5 wickets,North Sound
20-Mar-21,New Zealand,Bangladesh,New Zealand,8 wickets,Dunedin
23-Mar-21,New Zealand,Bangladesh,New Zealand,5 wickets,Christchurch
23-Mar-21,India,England,India,66 runs,Pune
26-Mar-21,New Zealand,Bangladesh,New Zealand,164 runs,Wellington
26-Mar-21,India,England,England,6 wickets,Pune
28-Mar-21,India,England,India,7 runs,Pune
02-Apr-21,South Africa,Pakistan,Pakistan,3 wickets,Centurion
04-Apr-21,South Africa,Pakistan,South Africa,17 runs,Johannesburg
07-Apr-21,South Africa,Pakistan,Pakistan,28 runs,Centurion
19-May-21,Netherlands,Scotland,Netherlands,14 runs,Rotterdam
20-May-21,Netherlands,Scotland,Scotland,6 wickets,Rotterdam
23-May-21,Bangladesh,Sri Lanka,Bangladesh,33 runs,Mirpur
25-May-21,Bangladesh,Sri Lanka,Bangladesh,103 runs,Mirpur
28-May-21,Bangladesh,Sri Lanka,Sri Lanka,97 runs,Mirpur
02-Jun-21,Netherlands,Ireland,Netherlands,1 run,Utrecht
04-Jun-21,Netherlands,Ireland,Ireland,8 wickets,Utrecht
07-Jun-21,Netherlands,Ireland,Netherlands,4 wickets,Utrecht
29-Jun-21,England,Sri Lanka,England,5 wickets,Chester-le-Street
01-Jul-21,England,Sri Lanka,England,8 wickets,The Oval
04-Jul-21,England,Sri Lanka,no result,,Bristol
08-Jul-21,England,Pakistan,England,9 wickets,Cardiff
10-Jul-21,England,Pakistan,England,52 runs,Lord's
11-Jul-21,Ireland,South Africa,no result,,Dublin (Malahide)
13-Jul-21,Ireland,South Africa,Ireland,43 runs,Dublin (Malahide)
13-Jul-21,England,Pakistan,England,3 wickets,Birmingham
16-Jul-21,Zimbabwe,Bangladesh,Bangladesh,155 runs,Harare
16-Jul-21,Ireland,South Africa,South Africa,70 runs,Dublin (Malahide)
18-Jul-21,Zimbabwe,Bangladesh,Bangladesh,3 wickets,Harare
18-Jul-21,Sri Lanka,India,India,7 wickets,Colombo (RPS)
20-Jul-21,Zimbabwe,Bangladesh,Bangladesh,5 wickets,Harare
20-Jul-21,Sri Lanka,India,India,3 wickets,Colombo (RPS)
20-Jul-21,West Indies,Australia,Australia,133 runs,Bridgetown
22-Jul-21,West Indies,Australia,West Indies,4 wickets,Bridgetown
23-Jul-21,Sri Lanka,India,Sri Lanka,3 wickets,Colombo (RPS)
26-Jul-21,West Indies,Australia,Australia,6 wickets,Bridgetown
02-Sep-21,Sri Lanka,South Africa,Sri Lanka,14 runs,Colombo (RPS)
04-Sep-21,Sri Lanka,South Africa,South Africa,67 runs,Colombo (RPS)
06-Sep-21,P.N.G.,U.S.A.,U.S.A.,7 wickets,Al Amerat
07-Sep-21,Nepal,P.N.G.,Nepal,2 wickets,Al Amerat
07-Sep-21,Sri Lanka,South Africa,Sri Lanka,78 runs,Colombo (RPS)
08-Sep-21,Ireland,Zimbabwe,Zimbabwe,38 runs,Belfast
09-Sep-21,P.N.G.,U.S.A.,U.S.A.,134 runs,Al Amerat
10-Sep-21,Ireland,Zimbabwe,no result,,Belfast
10-Sep-21,Nepal,P.N.G.,Nepal,151 runs,Al Amerat
13-Sep-21,Ireland,Zimbabwe,Ireland,7 wickets,Belfast
13-Sep-21,Nepal,U.S.A.,Nepal,5 wickets,Al Amerat
14-Sep-21,Oman,Nepal,Oman,5 wickets,Al Amerat
16-Sep-21,Oman,U.S.A.,Oman,4 wickets,Al Amerat
17-Sep-21,Nepal,U.S.A.,U.S.A.,6 wickets,Al Amerat
19-Sep-21,Oman,Nepal,Nepal,7 wickets,Al Amerat
20-Sep-21,Oman,U.S.A.,Oman,72 runs,Al Amerat
25-Sep-21,P.N.G.,Scotland,Scotland,6 wickets,Al Amerat
26-Sep-21,Oman,P.N.G.,Oman,110 runs,Al Amerat
28-Sep-21,Oman,Scotland,Scotland,18 runs,Al Amerat
29-Sep-21,P.N.G.,Scotland,Scotland,4 wickets,Al Amerat
01-Oct-21,Oman,P.N.G.,Oman,3 wickets,Al Amerat
02-Oct-21,Oman,Scotland,no result,,Al Amerat
26-Nov-21,Namibia,Oman,Namibia,40 runs,Windhoek
26-Nov-21,South Africa,Netherlands,no result,,Centurion
27-Nov-21,Namibia,Oman,Oman,9 runs,Windhoek
08-Jan-22,West Indies,Ireland,West Indies,24 runs,Kingston
13-Jan-22,West Indies,Ireland,Ireland,5 wickets,Kingston
16-Jan-22,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Pallekele
16-Jan-22,West Indies,Ireland,Ireland,2 wickets,Kingston
18-Jan-22,Sri Lanka,Zimbabwe,Zimbabwe,22 runs,Pallekele
19-Jan-22,South Africa,India,South Africa,31 runs,Paarl
21-Jan-22,Afghanistan,Netherlands,Afghanistan,36 runs,Doha
21-Jan-22,South Africa,India,South Africa,7 wickets,Paarl
21-Jan-22,Sri Lanka,Zimbabwe,Sri Lanka,184 runs,Pallekele
23-Jan-22,Afghanistan,Netherlands,Afghanistan,48 runs,Doha
23-Jan-22,South Africa,India,South Africa,4 runs,Cape Town
25-Jan-22,Afghanistan,Netherlands,Afghanistan,75 runs,Doha
05-Feb-22,Oman,U.A.E.,U.A.E.,4 wickets,Al Amerat
06-Feb-22,Oman,U.A.E.,U.A.E.,4 wickets,Al Amerat
06-Feb-22,India,West Indies,India,6 wickets,Ahmedabad
08-Feb-22,Oman,U.A.E.,tied,,Al Amerat
09-Feb-22,India,West Indies,India,44 runs,Ahmedabad
11-Feb-22,India,West Indies,India,96 runs,Ahmedabad
23-Feb-22,Bangladesh,Afghanistan,Bangladesh,4 wickets,Chattogram
25-Feb-22,Bangladesh,Afghanistan,Bangladesh,88 runs,Chattogram
28-Feb-22,Bangladesh,Afghanistan,Afghanistan,7 wickets,Chattogram
05-Mar-22,U.A.E.,Oman,Oman,12 runs,ICCA Dubai
06-Mar-22,Namibia,Oman,Namibia,110 runs,ICCA Dubai
08-Mar-22,U.A.E.,Namibia,U.A.E.,3 wickets,ICCA Dubai
09-Mar-22,U.A.E.,Oman,Oman,8 runs,ICCA Dubai
11-Mar-22,Namibia,Oman,Oman,7 wickets,Sharjah
12-Mar-22,U.A.E.,Namibia,U.A.E.,43 runs,Sharjah
14-Mar-22,Namibia,Oman,Namibia,5 wickets,Dubai (DSC)
15-Mar-22,U.A.E.,P.N.G.,U.A.E.,7 wickets,Sharjah
16-Mar-22,Nepal,P.N.G.,Nepal,2 wickets,Sharjah
18-Mar-22,U.A.E.,Nepal,U.A.E.,48 runs,Dubai (DSC)
18-Mar-22,South Africa,Bangladesh,Bangladesh,38 runs,Centurion
19-Mar-22,U.A.E.,P.N.G.,P.N.G.,6 wickets,Dubai (DSC)
20-Mar-22,South Africa,Bangladesh,South Africa,7 wickets,Johannesburg
21-Mar-22,U.A.E.,Nepal,U.A.E.,99 runs,Dubai (DSC)
22-Mar-22,Nepal,P.N.G.,Nepal,7 wickets,Dubai (DSC)
23-Mar-22,South Africa,Bangladesh,Bangladesh,9 wickets,Centurion
25-Mar-22,Nepal,P.N.G.,P.N.G.,6 runs,Kirtipur
26-Mar-22,Nepal,P.N.G.,P.N.G.,3 wickets,Kirtipur
29-Mar-22,New Zealand,Netherlands,New Zealand,7 wickets,Mount Maunganui
29-Mar-22,Pakistan,Australia,Australia,88 runs,Lahore
31-Mar-22,Pakistan,Australia,Pakistan,6 wickets,Lahore
02-Apr-22,New Zealand,Netherlands,New Zealand,118 runs,Hamilton
02-Apr-22,Pakistan,Australia,Pakistan,9 wickets,Lahore
04-Apr-22,New Zealand,Netherlands,New Zealand,115 runs,Hamilton
09-Apr-22,P.N.G.,Scotland,Scotland,162 runs,Dubai (DSC)
10-Apr-22,Oman,Scotland,Scotland,4 runs,Dubai (DSC)
12-Apr-22,Oman,P.N.G.,Oman,7 wickets,Dubai (DSC)
13-Apr-22,P.N.G.,Scotland,Scotland,123 runs,Dubai (DSC)
15-Apr-22,Oman,Scotland,Scotland,2 wickets,Dubai (DSC)
16-Apr-22,Oman,P.N.G.,Oman,85 runs,Dubai (DSC)
28-May-22,U.S.A.,Scotland,U.S.A.,104 runs,Pearland
29-May-22,U.S.A.,Scotland,Scotland,111 runs,Pearland
31-May-22,Netherlands,West Indies,West Indies,7 wickets,Amstelveen
31-May-22,Scotland,U.A.E.,Scotland,4 wickets,Pearland
01-Jun-22,U.S.A.,U.A.E.,U.S.A.,4 wickets,Pearland
02-Jun-22,Netherlands,West Indies,West Indies,5 wickets,Amstelveen
03-Jun-22,Scotland,U.A.E.,U.A.E.,5 wickets,Pearland
04-Jun-22,Zimbabwe,Afghanistan,Afghanistan,60 runs,Harare
04-Jun-22,Netherlands,West Indies,West Indies,20 runs,Amstelveen
04-Jun-22,U.S.A.,U.A.E.,U.A.E.,8 wickets,Pearland
06-Jun-22,Zimbabwe,Afghanistan,Afghanistan,8 wickets,Harare
08-Jun-22,Pakistan,West Indies,Pakistan,5 wickets,Multan
08-Jun-22,U.S.A.,Oman,U.S.A.,114 runs,Pearland
09-Jun-22,Zimbabwe,Afghanistan,Afghanistan,4 wickets,Harare
09-Jun-22,Nepal,Oman,Oman,13 runs,Pearland
10-Jun-22,Pakistan,West Indies,Pakistan,120 runs,Multan
11-Jun-22,U.S.A.,Nepal,tied,,Pearland
12-Jun-22,Pakistan,West Indies,Pakistan,53 runs,Multan
12-Jun-22,U.S.A.,Oman,Oman,13 runs,Pearland
14-Jun-22,Sri Lanka,Australia,Australia,2 wickets,Pallekele
14-Jun-22,Nepal,Oman,Nepal,7 wickets,Pearland
15-Jun-22,U.S.A.,Nepal,U.S.A.,39 runs,Pearland
16-Jun-22,Sri Lanka,Australia,Sri Lanka,26 runs,Pallekele
17-Jun-22,Netherlands,England,England,232 runs,Amstelveen
19-Jun-22,Netherlands,England,England,6 wickets,Amstelveen
19-Jun-22,Sri Lanka,Australia,Sri Lanka,6 wickets,Colombo (RPS)
21-Jun-22,Sri Lanka,Australia,Sri Lanka,4 runs,Colombo (RPS)
22-Jun-22,Netherlands,England,England,8 wickets,Amstelveen
24-Jun-22,Sri Lanka,Australia,Australia,4 wickets,Colombo (RPS)
10-Jul-22,Ireland,New Zealand,New Zealand,1 wicket,Dublin (Malahide)
10-Jul-22,Scotland,Namibia,Scotland,77 runs,Glasgow
10-Jul-22,West Indies,Bangladesh,Bangladesh,6 wickets,Providence
11-Jul-22,Namibia,Nepal,Namibia,40 runs,Ayr
12-Jul-22,Ireland,New Zealand,New Zealand,3 wickets,Dublin (Malahide)
12-Jul-22,England,India,India,10 wickets,The Oval
13-Jul-22,Scotland,Nepal,Nepal,5 wickets,Glasgow
13-Jul-22,West Indies,Bangladesh,Bangladesh,9 wickets,Providence
14-Jul-22,Scotland,Namibia,Scotland,3 wickets,Glasgow
14-Jul-22,England,India,England,100 runs,Lord's
15-Jul-22,Ireland,New Zealand,New Zealand,1 run,Dublin (Malahide)
16-Jul-22,Namibia,Nepal,Namibia,63 runs,Ayr
16-Jul-22,West Indies,Bangladesh,Bangladesh,4 wickets,Providence
17-Jul-22,Scotland,Nepal,Scotland,8 wickets,Glasgow
17-Jul-22,England,India,India,5 wickets,Manchester
19-Jul-22,England,South Africa,South Africa,62 runs,Chester-le-Street
22-Jul-22,England,South Africa,England,118 runs,Manchester
22-Jul-22,West Indies,India,India,3 runs,Port of Spain
24-Jul-22,England,South Africa,no result,,Leeds
24-Jul-22,West Indies,India,India,2 wickets,Port of Spain
27-Jul-22,West Indies,India,India,119 runs,Port of Spain
31-Jul-22,Scotland,New Zealand,New Zealand,7 wickets,Edinburgh
05-Aug-22,Zimbabwe,Bangladesh,Zimbabwe,5 wickets,Harare
07-Aug-22,Zimbabwe,Bangladesh,Zimbabwe,5 wickets,Harare
10-Aug-22,Zimbabwe,Bangladesh,Bangladesh,105 runs,Harare
10-Aug-22,Scotland,U.A.E.,Scotland,64 runs,Aberdeen
11-Aug-22,U.A.E.,U.S.A.,U.S.A.,1 wicket,Aberdeen
13-Aug-22,Scotland,U.S.A.,Scotland,5 wickets,Aberdeen
14-Aug-22,Scotland,U.A.E.,Scotland,86 runs,Aberdeen
16-Aug-22,Netherlands,Pakistan,Pakistan,16 runs,Rotterdam
17-Aug-22,Scotland,U.S.A.,U.S.A.,2 wickets,Aberdeen
17-Aug-22,West Indies,New Zealand,West Indies,5 wickets,Bridgetown
18-Aug-22,Zimbabwe,India,India,10 wickets,Harare
18-Aug-22,Netherlands,Pakistan,Pakistan,7 wickets,Rotterdam
19-Aug-22,West Indies,New Zealand,New Zealand,50 runs,Bridgetown
20-Aug-22,Zimbabwe,India,India,5 wickets,Harare
21-Aug-22,Netherlands,Pakistan,Pakistan,9 runs,Rotterdam
21-Aug-22,West Indies,New Zealand,New Zealand,5 wickets,Bridgetown
22-Aug-22,Zimbabwe,India,India,13 runs,Harare
28-Aug-22,Australia,Zimbabwe,Australia,5 wickets,Townsville
31-Aug-22,Australia,Zimbabwe,Australia,8 wickets,Townsville
03-Sep-22,Australia,Zimbabwe,Zimbabwe,3 wickets,Townsville
06-Sep-22,Australia,New Zealand,Australia,2 wickets,Cairns
08-Sep-22,Australia,New Zealand,Australia,113 runs,Cairns
11-Sep-22,P.N.G.,U.S.A.,tied,,Port Moresby
11-Sep-22,Australia,New Zealand,Australia,25 runs,Cairns
13-Sep-22,P.N.G.,U.S.A.,P.N.G.,26 runs,Port Moresby
15-Sep-22,Namibia,U.S.A.,Namibia,79 runs,Port Moresby
17-Sep-22,Namibia,U.S.A.,Namibia,68 runs,Port Moresby
20-Sep-22,P.N.G.,Namibia,Namibia,167 runs,Port Moresby
21-Sep-22,P.N.G.,Namibia,Namibia,61 runs,Port Moresby
06-Oct-22,India,South Africa,South Africa,9 runs,Lucknow
09-Oct-22,India,South Africa,India,7 wickets,Ranchi
11-Oct-22,India,South Africa,India,7 wickets,Delhi
14-Nov-22,Nepal,U.A.E.,U.A.E.,84 runs,Kirtipur
16-Nov-22,Nepal,U.A.E.,Nepal,3 wickets,Kirtipur
17-Nov-22,Australia,England,Australia,6 wickets,Adelaide
18-Nov-22,Nepal,U.A.E.,Nepal,6 wickets,Kirtipur
19-Nov-22,Australia,England,Australia,72 runs,Sydney
19-Nov-22,Namibia,P.N.G.,Namibia,8 wickets,Windhoek
20-Nov-22,Namibia,U.S.A.,U.S.A.,71 runs,Windhoek
22-Nov-22,Australia,England,Australia,221 runs,Melbourne
22-Nov-22,P.N.G.,U.S.A.,U.S.A.,6 wickets,Windhoek
23-Nov-22,Namibia,P.N.G.,Namibia,3 wickets,Windhoek
25-Nov-22,New Zealand,India,New Zealand,7 wickets,Auckland
25-Nov-22,P.N.G.,U.S.A.,U.S.A.,35 runs,Windhoek
25-Nov-22,Sri Lanka,Afghanistan,Afghanistan,60 runs,Pallekele
26-Nov-22,Namibia,U.S.A.,Namibia,6 wickets,Windhoek
27-Nov-22,New Zealand,India,no result,,Hamilton
27-Nov-22,Sri Lanka,Afghanistan,no result,,Pallekele
30-Nov-22,New Zealand,India,no result,,Christchurch
30-Nov-22,Sri Lanka,Afghanistan,Sri Lanka,4 wickets,Pallekele
01-Dec-22,Namibia,Scotland,Scotland,4 wickets,Windhoek
02-Dec-22,Namibia,Nepal,no result,,Windhoek
04-Dec-22,Bangladesh,India,Bangladesh,1 wicket,Mirpur
04-Dec-22,Nepal,Scotland,Scotland,3 wickets,Windhoek
05-Dec-22,Namibia,Scotland,Namibia,3 wickets,Windhoek
07-Dec-22,Bangladesh,India,Bangladesh,5 runs,Mirpur
07-Dec-22,Namibia,Nepal,Namibia,86 runs,Windhoek
08-Dec-22,Nepal,Scotland,Scotland,8 wickets,Windhoek
10-Dec-22,Bangladesh,India,India,227 runs,Chattogram
09-Jan-23,Pakistan,New Zealand,Pakistan,6 wickets,Karachi
10-Jan-23,India,Sri Lanka,India,67 runs,Guwahati
11-Jan-23,Pakistan,New Zealand,New Zealand,79 runs,Karachi
12-Jan-23,India,Sri Lanka,India,4 wickets,Eden Gardens
13-Jan-23,Pakistan,New Zealand,New Zealand,2 wickets,Karachi
15-Jan-23,India,Sri Lanka,India,317 runs,Thiruvananthapuram
18-Jan-23,Zimbabwe,Ireland,Zimbabwe,3 wickets,Harare
18-Jan-23,India,New Zealand,India,12 runs,Hyderabad
21-Jan-23,Zimbabwe,Ireland,Ireland,46 runs,Harare
21-Jan-23,India,New Zealand,India,8 wickets,Raipur
23-Jan-23,Zimbabwe,Ireland,no result,,Harare
24-Jan-23,India,New Zealand,India,90 runs,Indore
27-Jan-23,South Africa,England,South Africa,27 runs,Bloemfontein
29-Jan-23,South Africa,England,South Africa,5 wickets,Bloemfontein
01-Feb-23,South Africa,England,England,59 runs,Kimberley
14-Feb-23,Nepal,Namibia,Nepal,2 wickets,Kirtipur
15-Feb-23,Namibia,Scotland,Scotland,10 wickets,Kirtipur
17-Feb-23,Nepal,Scotland,Nepal,3 wickets,Kirtipur
18-Feb-23,Nepal,Namibia,Nepal,3 wickets,Kirtipur
20-Feb-23,Namibia,Scotland,Scotland,43 runs,Kirtipur
21-Feb-23,Nepal,Scotland,Nepal,2 wickets,Kirtipur
23-Feb-23,U.A.E.,Namibia,U.A.E.,1 wicket,Dubai (DSC)
25-Feb-23,U.A.E.,Namibia,Namibia,7 wickets,Dubai (DSC)
27-Feb-23,Nepal,P.N.G.,Nepal,4 wickets,Dubai (DSC)
28-Feb-23,U.A.E.,P.N.G.,P.N.G.,131 runs,Dubai (DSC)
01-Mar-23,Bangladesh,England,England,3 wickets,Mirpur
02-Mar-23,U.A.E.,Nepal,U.A.E.,68 runs,Dubai (DSC)
03-Mar-23,Nepal,P.N.G.,Nepal,3 wickets,Dubai (DSC)
03-Mar-23,Bangladesh,England,England,132 runs,Mirpur
05-Mar-23,U.A.E.,P.N.G.,P.N.G.,5 wickets,Dubai (DSC)
06-Mar-23,U.A.E.,Nepal,Nepal,42 runs,Dubai (DSC)
06-Mar-23,Bangladesh,England,Bangladesh,50 runs,Chattogram
09-Mar-23,Nepal,P.N.G.,Nepal,52 runs,Kirtipur
10-Mar-23,P.N.G.,U.A.E.,P.N.G.,56 runs,Kirtipur
12-Mar-23,Nepal,U.A.E.,Nepal,177 runs,Kirtipur
13-Mar-23,Nepal,P.N.G.,Nepal,9 wickets,Kirtipur
15-Mar-23,P.N.G.,U.A.E.,U.A.E.,6 wickets,Kirtipur
16-Mar-23,Nepal,U.A.E.,Nepal,9 runs,Kirtipur
17-Mar-23,India,Australia,India,5 wickets,Wankhede
18-Mar-23,Bangladesh,Ireland,Bangladesh,183 runs,Sylhet
18-Mar-23,South Africa,West Indies,West Indies,48 runs,East London
19-Mar-23,India,Australia,Australia,10 wickets,Visakhapatnam
20-Mar-23,Bangladesh,Ireland,no result,,Sylhet
21-Mar-23,Zimbabwe,Netherlands,Netherlands,3 wickets,Harare
21-Mar-23,South Africa,West Indies,South Africa,4 wickets,Potchefstroom
22-Mar-23,India,Australia,Australia,21 runs,Chennai
23-Mar-23,Zimbabwe,Netherlands,Zimbabwe,1 run,Harare
23-Mar-23,Bangladesh,Ireland,Bangladesh,10 wickets,Sylhet
25-Mar-23,New Zealand,Sri Lanka,New Zealand,198 runs,Auckland
25-Mar-23,Zimbabwe,Netherlands,Zimbabwe,7 wickets,Harare
26-Mar-23,Namibia,U.S.A.,U.S.A.,80 runs,Windhoek
27-Mar-23,P.N.G.,U.A.E.,U.A.E.,21 runs,Windhoek
27-Mar-23,Canada,Jersey,Canada,31 runs,Windhoek
29-Mar-23,Canada,U.S.A.,Canada,26 runs,Windhoek
29-Mar-23,Namibia,P.N.G.,Namibia,48 runs,Windhoek
30-Mar-23,Namibia,Jersey,Namibia,8 wickets,Windhoek
30-Mar-23,U.A.E.,U.S.A.,U.S.A.,5 wickets,Windhoek
31-Mar-23,New Zealand,Sri Lanka,New Zealand,6 wickets,Hamilton
31-Mar-23,South Africa,Netherlands,South Africa,8 wickets,Benoni
01-Apr-23,Canada,U.A.E.,U.A.E.,6 wickets,Windhoek
01-Apr-23,Jersey,P.N.G.,Jersey,11 runs,Windhoek
02-Apr-23,P.N.G.,U.S.A.,U.S.A.,117 runs,Windhoek
02-Apr-23,Namibia,U.A.E.,U.A.E.,28 runs,Windhoek
02-Apr-23,South Africa,Netherlands,South Africa,146 runs,Johannesburg
04-Apr-23,Namibia,Canada,Namibia,111 runs,Windhoek
04-Apr-23,Jersey,U.S.A.,U.S.A.,25 runs,Windhoek
05-Apr-23,Jersey,U.A.E.,U.A.E.,66 runs,Windhoek
05-Apr-23,Canada,P.N.G.,Canada,90 runs,Windhoek
21-Apr-23,Nepal,Oman,Nepal,84 runs,Kirtipur
27-Apr-23,Pakistan,New Zealand,Pakistan,5 wickets,Rawalpindi
29-Apr-23,Oman,U.A.E.,U.A.E.,2 runs,Mulpani
29-Apr-23,Pakistan,New Zealand,Pakistan,7 wickets,Rawalpindi
01-May-23,Nepal,U.A.E.,Nepal,7 wickets,Kirtipur
03-May-23,Pakistan,New Zealand,Pakistan,26 runs,Karachi
05-May-23,Pakistan,New Zealand,Pakistan,102 runs,Karachi
07-May-23,Pakistan,New Zealand,New Zealand,47 runs,Karachi
09-May-23,Bangladesh,Ireland,no result,,Chelmsford
12-May-23,Bangladesh,Ireland,Bangladesh,3 wickets,Chelmsford
14-May-23,Bangladesh,Ireland,Bangladesh,5 runs,Chelmsford
02-Jun-23,Sri Lanka,Afghanistan,Afghanistan,6 wickets,Hambantota
04-Jun-23,Sri Lanka,Afghanistan,Sri Lanka,132 runs,Hambantota
04-Jun-23,U.A.E.,West Indies,West Indies,7 wickets,Sharjah
06-Jun-23,U.A.E.,West Indies,West Indies,78 runs,Sharjah
07-Jun-23,Sri Lanka,Afghanistan,Sri Lanka,9 wickets,Hambantota
09-Jun-23,U.A.E.,West Indies,West Indies,4 wickets,Sharjah
18-Jun-23,Zimbabwe,Nepal,Zimbabwe,8 wickets,Harare
18-Jun-23,U.S.A.,West Indies,West Indies,39 runs,Harare
19-Jun-23,Sri Lanka,U.A.E.,Sri Lanka,175 runs,Bulawayo
19-Jun-23,Ireland,Oman,Oman,5 wickets,Bulawayo
20-Jun-23,Zimbabwe,Netherlands,Zimbabwe,6 wickets,Harare
20-Jun-23,Nepal,U.S.A.,Nepal,6 wickets,Harare
21-Jun-23,Ireland,Scotland,Scotland,1 wicket,Bulawayo
21-Jun-23,Oman,U.A.E.,Oman,5 wickets,Bulawayo
22-Jun-23,Nepal,West Indies,West Indies,101 runs,Harare
22-Jun-23,Netherlands,U.S.A.,Netherlands,5 wickets,Harare
23-Jun-23,Oman,Sri Lanka,Sri Lanka,10 wickets,Bulawayo
23-Jun-23,Scotland,U.A.E.,Scotland,111 runs,Bulawayo
24-Jun-23,Zimbabwe,West Indies,Zimbabwe,35 runs,Harare
24-Jun-23,Nepal,Netherlands,Netherlands,7 wickets,Harare
25-Jun-23,Ireland,Sri Lanka,Sri Lanka,133 runs,Bulawayo
25-Jun-23,Oman,Scotland,Scotland,76 runs,Bulawayo
26-Jun-23,Zimbabwe,U.S.A.,Zimbabwe,304 runs,Harare
26-Jun-23,Netherlands,West Indies,tied,,Harare
27-Jun-23,Scotland,Sri Lanka,Sri Lanka,82 runs,Bulawayo
27-Jun-23,Ireland,U.A.E.,Ireland,138 runs,Bulawayo
29-Jun-23,Zimbabwe,Oman,Zimbabwe,14 runs,Bulawayo
30-Jun-23,Netherlands,Sri Lanka,Sri Lanka,21 runs,Bulawayo
30-Jun-23,Ireland,U.S.A.,Ireland,6 wickets,Harare
01-Jul-23,Scotland,West Indies,Scotland,7 wickets,Harare
02-Jul-23,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Bulawayo
02-Jul-23,Nepal,U.A.E.,Nepal,3 wickets,Harare
03-Jul-23,Netherlands,Oman,Netherlands,74 runs,Harare
04-Jul-23,Zimbabwe,Scotland,Scotland,31 runs,Bulawayo
04-Jul-23,Ireland,Nepal,Ireland,2 wickets,Harare
05-Jul-23,Oman,West Indies,West Indies,7 wickets,Harare
05-Jul-23,Bangladesh,Afghanistan,Afghanistan,17 runs,Chattogram
06-Jul-23,Netherlands,Scotland,Netherlands,4 wickets,Bulawayo
06-Jul-23,U.A.E.,U.S.A.,U.A.E.,1 run,Harare
07-Jul-23,Sri Lanka,West Indies,Sri Lanka,8 wickets,Harare
08-Jul-23,Bangladesh,Afghanistan,Afghanistan,142 runs,Chattogram
09-Jul-23,Netherlands,Sri Lanka,Sri Lanka,128 runs,Harare
11-Jul-23,Bangladesh,Afghanistan,Bangladesh,7 wickets,Chattogram
27-Jul-23,West Indies,India,India,5 wickets,Bridgetown
29-Jul-23,West Indies,India,West Indies,6 wickets,Bridgetown
01-Aug-23,West Indies,India,India,200 runs,Tarouba
22-Aug-23,Afghanistan,Pakistan,Pakistan,142 runs,Hambantota
24-Aug-23,Afghanistan,Pakistan,Pakistan,1 wicket,Hambantota
26-Aug-23,Afghanistan,Pakistan,Pakistan,59 runs,Colombo (RPS)
30-Aug-23,Pakistan,Nepal,Pakistan,238 runs,Multan
31-Aug-23,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Pallekele
02-Sep-23,India,Pakistan,no result,,Pallekele
03-Sep-23,Afghanistan,Bangladesh,Bangladesh,89 runs,Lahore
04-Sep-23,India,Nepal,India,10 wickets,Pallekele
05-Sep-23,Afghanistan,Sri Lanka,Sri Lanka,2 runs,Lahore
06-Sep-23,Pakistan,Bangladesh,Pakistan,7 wickets,Lahore
07-Sep-23,South Africa,Australia,Australia,3 wickets,Bloemfontein
08-Sep-23,England,New Zealand,New Zealand,8 wickets,Cardiff
